user_id,avg_common,max_common,min_common_nonzero,feature_vector
1932192077,0.0005787383503961365,2.0,1.0,"[0.0006, 2, 1]"
1933446463,0.0,0.0,0.0,"[0.0, 0, 0]"
1937509095,0.0002195214432537069,2.0,1.0,"[0.0002, 2, 1]"
1937509109,0.0,0.0,0.0,"[0.0, 0, 0]"
1937985202,5.986948452373825e-05,1.0,1.0,"[0.0001, 1, 1]"
278472414X,0.000478955876189906,7.0,1.0,"[0.0005, 7, 1]"
2901008429,3.991298968249217e-05,1.0,1.0,"[0.0, 1, 1]"
2901008593,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
3236514752,5.986948452373825e-05,1.0,1.0,"[0.0001, 1, 1]"
3426958910,0.001177433195633519,3.0,1.0,"[0.0012, 3, 1]"
386952006X,0.0,0.0,0.0,"[0.0, 0, 0]"
3901008934,0.00013969546388872258,1.0,1.0,"[0.0001, 1, 1]"
4901000616,0.0001197389690474765,2.0,1.0,"[0.0001, 2, 1]"
5550110318,0.0001197389690474765,2.0,1.0,"[0.0001, 2, 1]"
5550312085,0.0009179987626973199,2.0,1.0,"[0.0009, 2, 1]"
5552256646,0.001197389690474765,4.0,1.0,"[0.0012, 4, 1]"
5552424034,3.991298968249217e-05,1.0,1.0,"[0.0, 1, 1]"
5552428064,0.00015965195872996867,1.0,1.0,"[0.0002, 1, 1]"
5553779200,0.0001197389690474765,4.0,1.0,"[0.0001, 4, 1]"
5553860377,0.0002594344329361991,1.0,1.0,"[0.0003, 1, 1]"
5557367705,0.00019956494841246085,1.0,1.0,"[0.0002, 1, 1]"
5557386823,0.0010776507214272884,2.0,1.0,"[0.0011, 2, 1]"
5557397701,0.0001197389690474765,2.0,1.0,"[0.0001, 2, 1]"
5557416978,0.008541379792053324,2.0,1.0,"[0.0085, 2, 1]"
5557417060,0.00013969546388872258,1.0,1.0,"[0.0001, 1, 1]"
5557432450,0.00017960845357121476,1.0,1.0,"[0.0002, 1, 1]"
5557471626,0.0006984773194436129,2.0,1.0,"[0.0007, 2, 1]"
5557488278,0.0004989123710311521,2.0,1.0,"[0.0005, 2, 1]"
5557505946,0.0020555189686483465,7.0,1.0,"[0.0021, 7, 1]"
5557515615,0.0005388253607136442,2.0,1.0,"[0.0005, 2, 1]"
555752343X,0.0001197389690474765,1.0,1.0,"[0.0001, 1, 1]"
555757266X,0.00013969546388872258,1.0,1.0,"[0.0001, 1, 1]"
5557575758,0.0002594344329361991,2.0,1.0,"[0.0003, 2, 1]"
5557585400,0.001875910515077132,2.0,1.0,"[0.0019, 2, 1]"
5557616942,9.978247420623042e-05,1.0,1.0,"[0.0001, 1, 1]"
5557706232,0.00015965195872996867,2.0,1.0,"[0.0002, 2, 1]"
5557706259,0.0029136482468219284,5.0,1.0,"[0.0029, 5, 1]"
5557721835,0.00013969546388872258,1.0,1.0,"[0.0001, 1, 1]"
555780711X,3.991298968249217e-05,2.0,2.0,"[0.0, 2, 2]"
5558030801,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
5558154950,0.0005188688658723982,2.0,1.0,"[0.0005, 2, 1]"
555820690X,0.002654213813885729,70.0,1.0,"[0.0027, 70, 1]"
555823024X,5.986948452373825e-05,1.0,1.0,"[0.0001, 1, 1]"
5558269448,0.00013969546388872258,1.0,1.0,"[0.0001, 1, 1]"
5558433892,0.0008980422678560737,2.0,1.0,"[0.0009, 2, 1]"
5558738065,0.0006585643297611208,2.0,1.0,"[0.0007, 2, 1]"
5558755830,7.982597936498434e-05,1.0,1.0,"[0.0001, 1, 1]"
5558870850,9.978247420623042e-05,1.0,1.0,"[0.0001, 1, 1]"
5558925922,0.0022550839170608072,12.0,1.0,"[0.0023, 12, 1]"
5559015008,0.0002195214432537069,1.0,1.0,"[0.0002, 1, 1]"
5559049980,3.991298968249217e-05,1.0,1.0,"[0.0, 1, 1]"
5559166928,0.004170907421820432,4.0,1.0,"[0.0042, 4, 1]"
5559571814,0.0003791734019836756,2.0,1.0,"[0.0004, 2, 1]"
555975479X,0.0008980422678560737,4.0,1.0,"[0.0009, 4, 1]"
5559884022,0.0,0.0,0.0,"[0.0, 0, 0]"
6302603420,0.0008581292781735816,2.0,1.0,"[0.0009, 2, 1]"
7019098606,0.002873735257139436,2.0,1.0,"[0.0029, 2, 1]"
7472007722,0.0003592169071424295,2.0,1.0,"[0.0004, 2, 1]"
7474000172,0.0008182162884910894,2.0,1.0,"[0.0008, 2, 1]"
7474023105,0.0003592169071424295,4.0,1.0,"[0.0004, 4, 1]"
7474051877,0.0008980422678560737,2.0,1.0,"[0.0009, 2, 1]"
7799420340,0.07539563751022771,24.0,1.0,"[0.0754, 24, 1]"
7901005785,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
7901600942,5.986948452373825e-05,1.0,1.0,"[0.0001, 1, 1]"
9314510573,0.00019956494841246085,1.0,1.0,"[0.0002, 1, 1]"
9321432531,0.00015965195872996867,2.0,1.0,"[0.0002, 2, 1]"
9434682614,0.029375960406314235,60.0,1.0,"[0.0294, 60, 1]"
9490497002,7.982597936498434e-05,1.0,1.0,"[0.0001, 1, 1]"
9490497010,0.00015965195872996867,1.0,1.0,"[0.0002, 1, 1]"
9490497045,0.0005986948452373825,20.0,1.0,"[0.0006, 20, 1]"
9660345879,3.991298968249217e-05,1.0,1.0,"[0.0, 1, 1]"
9687308214,0.0,0.0,0.0,"[0.0, 0, 0]"
9714721180,0.03201021772535872,61.0,1.0,"[0.032, 61, 1]"
9721717150,0.007224251132531083,7.0,1.0,"[0.0072, 7, 1]"
9746784129,7.982597936498434e-05,1.0,1.0,"[0.0001, 1, 1]"
B0000004EP,0.0011175637111097807,1.0,1.0,"[0.0011, 1, 1]"
B000000QVW,0.00027939092777744517,2.0,1.0,"[0.0003, 2, 1]"
B000001ZYT,0.0,0.0,0.0,"[0.0, 0, 0]"
B000002288,3.991298968249217e-05,1.0,1.0,"[0.0, 1, 1]"
B0000024P7,0.0006386078349198747,4.0,1.0,"[0.0006, 4, 1]"
B000002TTH,0.0018160410305533936,6.0,1.0,"[0.0018, 6, 1]"
B00000344Y,3.991298968249217e-05,1.0,1.0,"[0.0, 1, 1]"
B000003885,0.0004589993813486599,2.0,1.0,"[0.0005, 2, 1]"
B0000041EV,0.0016164760821409327,2.0,1.0,"[0.0016, 2, 1]"
B0000041RT,0.0007982597936498434,2.0,1.0,"[0.0008, 2, 1]"
B00000443P,3.991298968249217e-05,1.0,1.0,"[0.0, 1, 1]"
B000005TJK,7.982597936498434e-05,2.0,1.0,"[0.0001, 2, 1]"
B000006045,0.008980422678560737,12.0,1.0,"[0.009, 12, 1]"
B000006E8P,3.991298968249217e-05,2.0,2.0,"[0.0, 2, 2]"
B000006XAN,0.0006585643297611208,4.0,1.0,"[0.0007, 4, 1]"
B000006XIS,0.0,0.0,0.0,"[0.0, 0, 0]"
B0000070VO,0.00015965195872996867,1.0,1.0,"[0.0002, 1, 1]"
B0000071KW,0.0,0.0,0.0,"[0.0, 0, 0]"
B000007364,9.978247420623042e-05,2.0,1.0,"[0.0001, 2, 1]"
B00000747R,0.0029336047416631743,4.0,1.0,"[0.0029, 4, 1]"
B0000074E1,0.0003592169071424295,1.0,1.0,"[0.0004, 1, 1]"
B0000074HI,0.001217346185316011,2.0,1.0,"[0.0012, 2, 1]"
B000007PC8,0.004310602885709154,4.0,1.0,"[0.0043, 4, 1]"
B000007SQA,0.0,0.0,0.0,"[0.0, 0, 0]"
B000007TVG,0.0005787383503961365,3.0,1.0,"[0.0006, 3, 1]"
B000007UVW,0.0024746053603145143,10.0,1.0,"[0.0025, 10, 1]"
B000007W4Z,0.0011375202059510268,2.0,1.0,"[0.0011, 2, 1]"
B000007Y0H,0.0016364325769821788,2.0,1.0,"[0.0016, 2, 1]"
B000007Z5I,0.0002195214432537069,1.0,1.0,"[0.0002, 1, 1]"
B000007ZSN,5.986948452373825e-05,1.0,1.0,"[0.0001, 1, 1]"
B0000082VY,5.986948452373825e-05,1.0,1.0,"[0.0001, 1, 1]"
B0000083MQ,0.0005986948452373825,2.0,1.0,"[0.0006, 2, 1]"
B0000084AX,0.0002195214432537069,2.0,1.0,"[0.0002, 2, 1]"
B0000085KY,0.00027939092777744517,2.0,1.0,"[0.0003, 2, 1]"
B0000085XX,0.0006186513400786286,2.0,1.0,"[0.0006, 2, 1]"
B00000860C,0.00017960845357121476,1.0,1.0,"[0.0002, 1, 1]"
B0000088US,3.991298968249217e-05,1.0,1.0,"[0.0, 1, 1]"
B0000089WP,0.0001197389690474765,1.0,1.0,"[0.0001, 1, 1]"
B000008DB3,0.00031930391745993734,2.0,1.0,"[0.0003, 2, 1]"
B000008DFG,0.0005188688658723982,2.0,1.0,"[0.0005, 2, 1]"
B000008EW1,0.0002594344329361991,2.0,1.0,"[0.0003, 2, 1]"
B000008M8Z,0.00015965195872996867,2.0,1.0,"[0.0002, 2, 1]"
B000008TBY,0.0,0.0,0.0,"[0.0, 0, 0]"
B000009D3S,0.0022949969067432995,2.0,1.0,"[0.0023, 2, 1]"
B000009G1L,0.0010177812369035503,2.0,1.0,"[0.001, 2, 1]"
B000009LJ8,0.003352691133329342,5.0,1.0,"[0.0034, 5, 1]"
B00000ATXG,0.001436867628569718,2.0,1.0,"[0.0014, 2, 1]"
B00000AXDX,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000AZ8O,5.986948452373825e-05,1.0,1.0,"[0.0001, 1, 1]"
B00000B07S,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000B16Q,0.0005787383503961365,1.0,1.0,"[0.0006, 1, 1]"
B00000B6YF,7.982597936498434e-05,1.0,1.0,"[0.0001, 1, 1]"
B00000B8TJ,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000DA8F,5.986948452373825e-05,2.0,1.0,"[0.0001, 2, 1]"
B00000E8IB,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
B00000EWWG,0.000239477938094953,1.0,1.0,"[0.0002, 1, 1]"
B00000EWWK,7.982597936498434e-05,2.0,1.0,"[0.0001, 2, 1]"
B00000EWWS,0.00017960845357121476,1.0,1.0,"[0.0002, 1, 1]"
B00000FY66,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000FYCD,3.991298968249217e-05,1.0,1.0,"[0.0, 1, 1]"
B00000G1CP,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
B00000G2L1,7.982597936498434e-05,1.0,1.0,"[0.0001, 1, 1]"
B00000G456,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000G4QA,7.982597936498434e-05,2.0,1.0,"[0.0001, 2, 1]"
B00000G4QD,0.0003991298968249217,2.0,1.0,"[0.0004, 2, 1]"
B00000G4QE,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000G51V,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000GAIJ,0.00019956494841246085,1.0,1.0,"[0.0002, 1, 1]"
B00000GBI2,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000GWTE,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000GWZZ,0.0008980422678560737,2.0,1.0,"[0.0009, 2, 1]"
B00000HYH0,0.00019956494841246085,1.0,1.0,"[0.0002, 1, 1]"
B00000HYS5,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
B00000I10D,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000I49U,0.00013969546388872258,2.0,1.0,"[0.0001, 2, 1]"
B00000I6LP,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
B00000I6UN,3.991298968249217e-05,1.0,1.0,"[0.0, 1, 1]"
B00000I6WH,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000I6WY,5.986948452373825e-05,1.0,1.0,"[0.0001, 1, 1]"
B00000I7LP,0.005667644534913888,10.0,1.0,"[0.0057, 10, 1]"
B00000I7UB,9.978247420623042e-05,1.0,1.0,"[0.0001, 1, 1]"
B00000I7UL,5.986948452373825e-05,1.0,1.0,"[0.0001, 1, 1]"
B00000I8EO,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000I8FQ,9.978247420623042e-05,2.0,1.0,"[0.0001, 2, 1]"
B00000IAXE,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000IG9I,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000IGG3,0.0005587818555548903,2.0,1.0,"[0.0006, 2, 1]"
B00000IGQK,3.991298968249217e-05,1.0,1.0,"[0.0, 1, 1]"
B00000IJ1I,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000IJ87,7.982597936498434e-05,1.0,1.0,"[0.0001, 1, 1]"
B00000IJF0,3.991298968249217e-05,1.0,1.0,"[0.0, 1, 1]"
B00000IKFI,3.991298968249217e-05,1.0,1.0,"[0.0, 1, 1]"
B00000IKVG,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000IM4M,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000IMM0,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000INI5,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000INI8,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
B00000INT0,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
B00000IO2M,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
B00000IOTB,7.982597936498434e-05,2.0,1.0,"[0.0001, 2, 1]"
B00000IPIW,0.00015965195872996867,2.0,1.0,"[0.0002, 2, 1]"
B00000IQYZ,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000ISGT,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000IZOM,0.000239477938094953,1.0,1.0,"[0.0002, 1, 1]"
B00000J71F,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
B00000J96U,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000J9DI,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000JF6K,0.00013969546388872258,1.0,1.0,"[0.0001, 1, 1]"
B00000JFHF,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000JFXN,5.986948452373825e-05,1.0,1.0,"[0.0001, 1, 1]"
B00000JHDZ,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000JJTM,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000JKM3,0.0010377377317447964,4.0,1.0,"[0.001, 4, 1]"
B00000JM1S,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000JMMR,3.991298968249217e-05,2.0,2.0,"[0.0, 2, 2]"
B00000JN4K,9.978247420623042e-05,1.0,1.0,"[0.0001, 1, 1]"
B00000JNDA,5.986948452373825e-05,1.0,1.0,"[0.0001, 1, 1]"
B00000JQOR,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000JQRW,7.982597936498434e-05,1.0,1.0,"[0.0001, 1, 1]"
B00000JQWJ,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
B00000JR3M,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000JS3F,0.00019956494841246085,1.0,1.0,"[0.0002, 1, 1]"
B00000JSGB,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000JSHO,0.00031930391745993734,2.0,1.0,"[0.0003, 2, 1]"
B00000JSTI,9.978247420623042e-05,2.0,1.0,"[0.0001, 2, 1]"
B00000JWON,5.986948452373825e-05,2.0,1.0,"[0.0001, 2, 1]"
B00000JXPT,0.0001197389690474765,1.0,1.0,"[0.0001, 1, 1]"
B00000JYJS,9.978247420623042e-05,2.0,1.0,"[0.0001, 2, 1]"
B00000JZGY,0.0,0.0,0.0,"[0.0, 0, 0]"
B00000K2IH,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
B00000K2PW,0.0,0.0,0.0,"[0.0, 0, 0]"
B00001N2NW,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
B00001NFQQ,0.0,0.0,0.0,"[0.0, 0, 0]"
B00001T565,0.0,0.0,0.0,"[0.0, 0, 0]"
B00001U08E,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
B00001WRHL,0.0,0.0,0.0,"[0.0, 0, 0]"
B00001WRJI,3.991298968249217e-05,1.0,1.0,"[0.0, 1, 1]"
B00001ZT1Y,0.000239477938094953,1.0,1.0,"[0.0002, 1, 1]"
B00001ZWRQ,0.0002195214432537069,2.0,1.0,"[0.0002, 2, 1]"
B0000241JO,0.0006984773194436129,2.0,1.0,"[0.0007, 2, 1]"
B00002426A,0.0020954319583308388,4.0,1.0,"[0.0021, 4, 1]"
B0000245QR,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
B0000246NR,0.00013969546388872258,1.0,1.0,"[0.0001, 1, 1]"
B00002472T,0.00027939092777744517,1.0,1.0,"[0.0003, 1, 1]"
B000024B2R,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
B000024BID,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
B000024C0A,0.0012971721646809955,2.0,1.0,"[0.0013, 2, 1]"
B000024FXZ,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
B000024GIA,0.0,0.0,0.0,"[0.0, 0, 0]"
B000024HRB,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
B000024IFY,0.0,0.0,0.0,"[0.0, 0, 0]"
B000024K25,0.0,0.0,0.0,"[0.0, 0, 0]"
B000024MHZ,0.0,0.0,0.0,"[0.0, 0, 0]"
B000024MJZ,0.0001197389690474765,1.0,1.0,"[0.0001, 1, 1]"
B000024QTF,0.0,0.0,0.0,"[0.0, 0, 0]"
B000024UPO,0.0,0.0,0.0,"[0.0, 0, 0]"
B000024WBN,0.00017960845357121476,1.0,1.0,"[0.0002, 1, 1]"
B0000251VF,0.00041908639166616775,2.0,1.0,"[0.0004, 2, 1]"
B00002559W,5.986948452373825e-05,1.0,1.0,"[0.0001, 1, 1]"
B0000258UP,0.00013969546388872258,2.0,1.0,"[0.0001, 2, 1]"
B000025EOG,0.0002195214432537069,1.0,1.0,"[0.0002, 1, 1]"
B000025MIC,0.00041908639166616775,2.0,1.0,"[0.0004, 2, 1]"
B000025MK6,0.00017960845357121476,1.0,1.0,"[0.0002, 1, 1]"
B000025RHX,7.982597936498434e-05,1.0,1.0,"[0.0001, 1, 1]"
B000025S2T,0.0013570416492047336,2.0,1.0,"[0.0014, 2, 1]"
B000025V1P,0.001157476700792273,2.0,1.0,"[0.0012, 2, 1]"
B000025VS3,7.982597936498434e-05,1.0,1.0,"[0.0001, 1, 1]"
B000025VW0,0.00015965195872996867,1.0,1.0,"[0.0002, 1, 1]"
B000025WB0,0.0024546488654732684,3.0,1.0,"[0.0025, 3, 1]"
B000025Y5D,0.00718433814284859,6.0,1.0,"[0.0072, 6, 1]"
B0000260EY,0.00147678061825221,2.0,1.0,"[0.0015, 2, 1]"
B000026CH1,0.0010377377317447964,2.0,1.0,"[0.001, 2, 1]"
B000026CRE,0.002195214432537069,4.0,1.0,"[0.0022, 4, 1]"
B000026DZW,0.0001197389690474765,1.0,1.0,"[0.0001, 1, 1]"
B000026GCQ,0.001915823504759624,5.0,1.0,"[0.0019, 5, 1]"
B000026GO2,0.0013769981440459797,2.0,1.0,"[0.0014, 2, 1]"
B000026GSC,0.0003392604123011834,2.0,1.0,"[0.0003, 2, 1]"
B000026HCK,0.00019956494841246085,1.0,1.0,"[0.0002, 1, 1]"
B000026WPK,0.0,0.0,0.0,"[0.0, 0, 0]"
B0000275KU,0.00019956494841246085,1.0,1.0,"[0.0002, 1, 1]"
B000027L2D,0.00015965195872996867,1.0,1.0,"[0.0002, 1, 1]"
B000027QU0,0.00239477938094953,3.0,1.0,"[0.0024, 3, 1]"
B000027RJS,9.978247420623042e-05,1.0,1.0,"[0.0001, 1, 1]"
B000027T55,0.000977868247221058,2.0,1.0,"[0.001, 2, 1]"
B00002813R,0.0,0.0,0.0,"[0.0, 0, 0]"
B00002838I,0.0002195214432537069,2.0,1.0,"[0.0002, 2, 1]"
B0000287BK,0.00019956494841246085,1.0,1.0,"[0.0002, 1, 1]"
B000028BGX,0.0002594344329361991,1.0,1.0,"[0.0003, 1, 1]"
B000028DB3,0.0,0.0,0.0,"[0.0, 0, 0]"
B000028U1T,3.991298968249217e-05,1.0,1.0,"[0.0, 1, 1]"
B000028U3K,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
B000028U3O,0.0,0.0,0.0,"[0.0, 0, 0]"
B00002DD9F,0.0,0.0,0.0,"[0.0, 0, 0]"
B00002EPYH,0.0,0.0,0.0,"[0.0, 0, 0]"
B00002EQDG,0.0,0.0,0.0,"[0.0, 0, 0]"
B00002JV6L,0.0,0.0,0.0,"[0.0, 0, 0]"
B00002MHU1,7.982597936498434e-05,2.0,1.0,"[0.0001, 2, 1]"
B00002MY88,0.0005388253607136442,2.0,1.0,"[0.0005, 2, 1]"
B00002SSLR,0.00017960845357121476,2.0,1.0,"[0.0002, 2, 1]"
B00002SSLS,5.986948452373825e-05,1.0,1.0,"[0.0001, 1, 1]"
B00002Z722,0.0,0.0,0.0,"[0.0, 0, 0]"
B00002Z72F,0.0,0.0,0.0,"[0.0, 0, 0]"
B00002ZZQS,0.00031930391745993734,2.0,1.0,"[0.0003, 2, 1]"
B000031VY1,0.0017162585563471632,2.0,1.0,"[0.0017, 2, 1]"
B000031W4O,0.0,0.0,0.0,"[0.0, 0, 0]"
B000031WES,0.00027939092777744517,1.0,1.0,"[0.0003, 1, 1]"
B000035X8V,0.0003592169071424295,1.0,1.0,"[0.0004, 1, 1]"
B000038IET,0.0,0.0,0.0,"[0.0, 0, 0]"
B00003CYNG,0.0,0.0,0.0,"[0.0, 0, 0]"
B00003G1RQ,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
B00003G1SC,0.0,0.0,0.0,"[0.0, 0, 0]"
B00003GOHN,7.982597936498434e-05,2.0,1.0,"[0.0001, 2, 1]"
B00003GPHQ,0.000239477938094953,2.0,1.0,"[0.0002, 2, 1]"
B00003GPQN,7.982597936498434e-05,2.0,1.0,"[0.0001, 2, 1]"
B00003IBFQ,5.986948452373825e-05,2.0,1.0,"[0.0001, 2, 1]"
B00003IBFR,3.991298968249217e-05,1.0,1.0,"[0.0, 1, 1]"
B00003IRC3,0.0,0.0,0.0,"[0.0, 0, 0]"
B00003L3H6,0.00027939092777744517,2.0,1.0,"[0.0003, 2, 1]"
B00003L4ES,0.0,0.0,0.0,"[0.0, 0, 0]"
B00003NBNA,5.986948452373825e-05,1.0,1.0,"[0.0001, 1, 1]"
B00003OTCQ,0.0,0.0,0.0,"[0.0, 0, 0]"
B00003OTHZ,5.986948452373825e-05,2.0,1.0,"[0.0001, 2, 1]"
B00003Q002,0.0008780857730148276,3.0,1.0,"[0.0009, 3, 1]"
B00003Q45N,0.0,0.0,0.0,"[0.0, 0, 0]"
B00003Q4XW,0.0,0.0,0.0,"[0.0, 0, 0]"
B00003Q58V,0.0,0.0,0.0,"[0.0, 0, 0]"
B00003TFWV,3.991298968249217e-05,2.0,2.0,"[0.0, 2, 2]"
B00003TL2A,0.0007982597936498434,3.0,1.0,"[0.0008, 3, 1]"
B00003WFZX,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
B00003WTJX,5.986948452373825e-05,1.0,1.0,"[0.0001, 1, 1]"
B00003ZAN2,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
B00003ZKTU,0.0,0.0,0.0,"[0.0, 0, 0]"
B000040OA5,0.001197389690474765,2.0,1.0,"[0.0012, 2, 1]"
B000040OUG,0.0,0.0,0.0,"[0.0, 0, 0]"
B000042O3H,0.0,0.0,0.0,"[0.0, 0, 0]"
B00004797H,1.9956494841246084e-05,1.0,1.0,"[0.0, 1, 1]"
B000047GEJ,0.0,0.0,0.0,"[0.0, 0, 0]"
B00004BZ1H,0.0,0.0,0.0,"[0.0, 0, 0]"
B00004BZ1I,0.0,0.0,0.0,"[0.0, 0, 0]"
