User_ID,Adjusted_Score,Num_Common_Items,Discount_Factor,Discounted_Similarity
A3FWHXSZSTKFIU,0.18516849018271403,2.0,0.09523809523809523,0.01763509430311562
A4622J2IA15MN,0.12216076311049187,3.0,0.14285714285714285,0.017451537587213125
A1GQ4GI1UGS6YS,0.09117549142557227,4.0,0.19047619047619047,0.017366760271537576
A1TGCU5CZF9LKA,0.18031652641589235,2.0,0.09523809523809523,0.01717300251579927
A3VPEY3KJDU20G,0.17773714750007247,2.0,0.09523809523809523,0.01692734738095928
A31U2QT7SAL7K,0.11711901944874792,3.0,0.14285714285714285,0.016731288492678274
A12KG1WB97PFC7,0.1703831022040929,2.0,0.09523809523809523,0.016226962114675513
A1G41M8Z7ABOB5,0.1698118828694879,2.0,0.09523809523809523,0.01617256027328456
A2HIL1IWWD2WEA,0.11127059735777493,3.0,0.14285714285714285,0.015895799622539276
A2GTFSIRMQS3DS,0.11042087047750507,3.0,0.14285714285714285,0.01577441006821501
A27RIWPJMP3XYD,0.11039787331585246,3.0,0.14285714285714285,0.015771124759407493
ANAYSRE3LX8GZ,0.1637485757060853,2.0,0.09523809523809523,0.0155951024481986
A3211X76DK0WH6,0.16374857570608525,2.0,0.09523809523809523,0.015595102448198594
A23I4TZSZYSY1Q,0.15774410068215008,2.0,0.09523809523809523,0.015023247684014293
A1XFNWGTPMG1AE,0.10275989391419085,3.0,0.14285714285714285,0.014679984844884407
A2F8XJL9VQZWK5,0.15352406687208492,2.0,0.09523809523809523,0.014621339702103324
A28FNKCGFS03VL,0.10203428837967121,3.0,0.14285714285714285,0.014576326911381601
A29TNAVMPYFRDF,0.1011877097145236,3.0,0.14285714285714285,0.014455387102074798
AFTN9ZLB22PSZ,0.14729143241904152,2.0,0.09523809523809523,0.014027755468480145
A36RS7KTNOBROF,0.09735985463728832,3.0,0.14285714285714285,0.013908550662469758
A1VTEL32W5FM13,0.14445138940444188,2.0,0.09523809523809523,0.013757275181375416
A3AVJCB1ZD6ZY5,0.13681032984106337,2.0,0.09523809523809523,0.013029555222958416
A1FFPPPIOSI36M,0.1358903882739577,2.0,0.09523809523809523,0.012941941740376921
AL8IDHJPCE00K,0.0895840794422221,3.0,0.14285714285714285,0.012797725634603158
A22WY238ZYNOS1,0.2522657836373175,1.0,0.047619047619047616,0.012012656363681784
A2DJYERRIH5C8T,0.12539002492367665,2.0,0.09523809523809523,0.011941907135588252
A3J8SZL4IN1D46,0.246186196654077,1.0,0.047619047619047616,0.011723152221622714
A1OKLAQJVFREOQ,0.246186196654077,1.0,0.047619047619047616,0.011723152221622714
A2GU91ACEJYX4D,0.12160620710002529,2.0,0.09523809523809523,0.011581543533335742
AF0I33Y69SQ8T,0.1201270812738682,2.0,0.09523809523809523,0.011440674407035067
A3D2VIUT2HWP0Z,0.23783846169504747,1.0,0.047619047619047616,0.011325641033097498
A19IBZGD11Q0XL,0.1175285396954261,2.0,0.09523809523809523,0.011193194256707248
A9DG42O0DBLFJ,0.23028610030812735,1.0,0.047619047619047616,0.010966004776577493
A1ZSCLGFSLQ73P,0.23028610030812735,1.0,0.047619047619047616,0.010966004776577493
AUNTP49HBIDWR,0.23028610030812735,1.0,0.047619047619047616,0.010966004776577493
A2KD62P971YDYL,0.23028610030812735,1.0,0.047619047619047616,0.010966004776577493
A1S10OAFGPC4W,0.2293588588649355,1.0,0.047619047619047616,0.010921850422139785
A356RFKNIG043B,0.22716343239796594,1.0,0.047619047619047616,0.010817306304665044
A2U6L6XZ2LSNBP,0.22716343239796594,1.0,0.047619047619047616,0.010817306304665044
AQO5XQGZWYKVG,0.11223783787111667,2.0,0.09523809523809523,0.010689317892487301
A1K8ZDVUISGYS5,0.22433927820244284,1.0,0.047619047619047616,0.010682822771544897
A1ZGR5OLRH9YON,0.10960090668300594,2.0,0.09523809523809523,0.010438181588857709
A1HOVGEE981HS0,0.10902168022580062,2.0,0.09523809523809523,0.010383017164361963
A1Q2GLZXL2CNJ8,0.10437819243349908,2.0,0.09523809523809523,0.009940780231761816
A2ZE40LXZFBCK,0.09775563891703225,2.0,0.09523809523809523,0.009310060849241165
A2JAKHFYI88ZX0,0.09607598876381862,2.0,0.09523809523809523,0.009150094167982726
A1UHVLIX5CKVSN,0.18802781353676534,1.0,0.047619047619047616,0.008953705406512635
A1P3SPJ15O5RQ1,0.08977254757774458,2.0,0.09523809523809523,0.008549766435975674
A1RI2NEFN67CRN,0.0855771450926275,2.0,0.09523809523809523,0.008150204294535952
ABINE9ZWBIGE2,0.08501444982478329,2.0,0.09523809523809523,0.00809661426902698
A3FTSMLO4972GR,0.08416884092042694,2.0,0.09523809523809523,0.008016080087659708
A35XAPHVURGQID,0.168177189091545,1.0,0.047619047619047616,0.008008437575787857
ANB5WY9TBBZFJ,0.08364657763003787,2.0,0.09523809523809523,0.007966340726670273
A30UZ4M6ISPY7P,0.1618703523469365,1.0,0.047619047619047616,0.007708112016520785
A38B3TPA6OFT9T,0.15502262241962644,1.0,0.047619047619047616,0.00738202963902983
A1PV85C09Z4OB8,0.1540643284498938,1.0,0.047619047619047616,0.0073363965928520845
A1PWANJ4V0TXCO,0.15398030581808497,1.0,0.047619047619047616,0.007332395515146903
A28XPN759HNNFL,0.15054273322824702,1.0,0.047619047619047616,0.007168701582297476
A3RW6WQB5VZXFZ,0.14564571809033713,1.0,0.047619047619047616,0.006935510385254149
AKGF27HN0OF19,0.1456301158260741,1.0,0.047619047619047616,0.006934767420289242
A24ZFFRQ4MG3XL,0.14177051016705233,1.0,0.047619047619047616,0.006750976674621539
A8IFUOL8S9BZC,0.13834026071554495,1.0,0.047619047619047616,0.006587631462644997
A1RUSVRWZ312LS,0.1329557420035265,1.0,0.047619047619047616,0.0063312258096917375
A35MJ7O1VF60QD,0.1329557420035265,1.0,0.047619047619047616,0.0063312258096917375
A2WQ3US8LZ9DHO,0.1329557420035265,1.0,0.047619047619047616,0.0063312258096917375
A2IEX7ESCYYD5H,0.1326484715627129,1.0,0.047619047619047616,0.006316593883938709
A2JE1FQQBSH8N0,0.12741851504577148,1.0,0.047619047619047616,0.006067548335512927
A299AG3O394X32,0.12182814829340693,1.0,0.047619047619047616,0.00580134039492414
AR5VUOE6SSOI6,0.11407780242638085,1.0,0.047619047619047616,0.005432276306018136
A3KI6BR7K37S1I,0.11385649524695299,1.0,0.047619047619047616,0.005421737868902523
A3FBUPRCGDQUXM,0.10855790876058823,1.0,0.047619047619047616,0.0051694242266946775
A3E5CFU0IEGPDS,0.10855790876058824,1.0,0.047619047619047616,0.0051694242266946775
A2KBZNLNGTPG71,0.10855790876058823,1.0,0.047619047619047616,0.0051694242266946775
A30QPTW3XXDBB1,0.10855790876058821,1.0,0.047619047619047616,0.005169424226694677
A5A2QE6NECFR5,0.10781435268960586,1.0,0.047619047619047616,0.005134016794743136
A3PL6TUZRYMVGB,0.10504386030674576,1.0,0.047619047619047616,0.005002088586035512
A18GQX0YEY1J0M,0.09909935903960308,1.0,0.047619047619047616,0.004719017097123956
A3JAR8K4EF94ZO,0.09879427490914788,1.0,0.047619047619047616,0.004704489281387995
A30VXZ470KOEG2,0.09879427490914788,1.0,0.047619047619047616,0.004704489281387995
A1WS216SC5QOQ0,0.09709714539355808,1.0,0.047619047619047616,0.0046236735901694324
A3DDDXG42DOA0U,0.09428053380253365,1.0,0.047619047619047616,0.004489549228692078
A28HZPK2ITCGNO,0.09399041210182352,1.0,0.047619047619047616,0.004475733909610644
A1A1IHJPPKS14U,0.09242732800518275,1.0,0.047619047619047616,0.00440130133358013
A1E33ER4JG5B11,0.09041909639230093,1.0,0.047619047619047616,0.0043056712567762345
A2Q7IEWOOV66UT,0.08923353862761746,1.0,0.047619047619047616,0.004249216125124641
A344FQSEVEAG75,0.08918942313564282,1.0,0.047619047619047616,0.004247115387411563
A3J8ABVGK7ZL6H,0.08805209117063138,1.0,0.047619047619047616,0.004192956722411018
A2LKE0SEQBP6PD,0.08762559541924773,1.0,0.047619047619047616,0.0041726474009165584
A3DJWGTT4OZO5E,0.08753876498627237,1.0,0.047619047619047616,0.004168512618393922
AWNVGGJEL9NZP,0.087519829560426,1.0,0.047619047619047616,0.004167610931448857
A12RPVI3AHS71O,0.08703996454431143,1.0,0.047619047619047616,0.004144760216395782
A2HWD9PTM7RBXN,0.08691402692556269,1.0,0.047619047619047616,0.004138763186931556
ASSFATPZCV08E,0.08640000225697968,1.0,0.047619047619047616,0.004114285821760937
A312Y5YE9UB7T4,0.08640000225697961,1.0,0.047619047619047616,0.004114285821760933
A18VFI51X21VWA,0.08640000225697961,1.0,0.047619047619047616,0.004114285821760933
A2KLX4ITT3XN37,0.08465436772196604,1.0,0.047619047619047616,0.004031160367712668
A2C1B85XA6TYEF,0.08465436772196604,1.0,0.047619047619047616,0.004031160367712668
A3HZEYCYW9EUWM,0.08465436772196602,1.0,0.047619047619047616,0.004031160367712667
A1HK016IA2U7G7,0.08465436772196602,1.0,0.047619047619047616,0.004031160367712667
A2C7BOQVFH1HLE,0.08356970213737593,1.0,0.047619047619047616,0.0039795096255893295
A1UOR1E7G4EV6D,0.0829893499622637,1.0,0.047619047619047616,0.003951873807726843
A19LR9CIWT5OMP,0.0828597144399305,1.0,0.047619047619047616,0.003945700687615738
